entry_time,exit_time,direction,entry_price,exit_price,pnl_pct,win,volume_ratio,returns_5m,returns_10m,returns_30m,volatility_20,high_low_range,price_position,hour,minutes_from_open,minutes_to_close,day_of_week,price_vs_sma20,trend_strength
2024-03-26 14:58:00+00:00,2024-03-26 15:04:00+00:00,short,521.28,521.2,0.015346838551244524,1,0.7513319962101169,0.0002878360485867315,0.0006144426855119178,0.00017268174753914955,0.000145529791767758,0.00014387661141791703,0.6666666666666666,14.0,328.0,62.0,1.0,0.0003450296090365438,-0.00011325713256583722
2024-03-26 15:51:00+00:00,2024-03-26 16:02:00+00:00,short,521.3601,521.3099,0.009628661648641845,1,2.0499861425001633,0.00042234332425072907,0.0002496019031905661,0.00014406706504122013,0.00013312967465185045,0.000220576910277578,0.7834782608695617,15.0,381.0,9.0,1.0,0.0003018978698787588,-6.11893326107573e-05
2024-03-27 13:54:00+00:00,2024-03-27 14:15:00+00:00,long,521.03,520.345,-0.1314703567932618,0,2.234779488222258,-0.0012268292215384946,-0.0007862841362382689,0.0041725689726614945,0.00018761918659730928,0.000834884747519232,0.35632183908044174,13.0,264.0,126.0,2.0,-0.0008224330408113274,0.002138162686586043
2024-03-27 15:09:00+00:00,2024-03-27 15:15:00+00:00,short,520.016,519.89,0.024230023691573788,1,0.8039259634000824,0.00031932288160030353,0.0003289442045224522,-0.00045939010677464864,0.00012209912258028975,0.00028845266299515966,0.5733333333330706,15.0,339.0,51.0,2.0,0.0003288191261371037,-0.0002174732749929237
2024-03-27 15:17:00+00:00,2024-03-27 15:25:00+00:00,short,520.13,519.91,0.04229711802818947,1,1.2592742616425534,0.0006252344629236184,0.00039428763764015606,0.00045201434905117743,0.0001636858196280053,0.00030761540384128616,0.8750000000000888,15.0,347.0,43.0,2.0,0.0004424312537961007,-0.00011589732278024069
2024-03-27 16:18:00+00:00,2024-03-27 16:44:00+00:00,short,519.815,520.22,-0.07791233419580657,0,0.35625463285230935,0.0003849003589195821,0.0002622774418117313,-0.00031731989691907714,0.0001376217430074534,0.0002477804603560028,0.8928571428575212,16.0,408.0,-18.0,2.0,0.000301582801682798,-0.0001917700330179773
2024-03-27 17:00:00+00:00,2024-03-27 17:03:00+00:00,long,520.17,520.34,0.03268162331546698,1,1.130729317252169,-0.00026907036189960376,-0.00044196771714066774,0.0,0.00015477965384317146,0.00038506642059321026,0.0014977533695693386,17.0,450.0,-60.0,2.0,-0.00030442312970067057,0.0004015846142199757
2024-03-27 17:05:00+00:00,2024-03-27 17:16:00+00:00,long,520.18,520.105,-0.014418086047129908,0,1.1134971299509078,1.92244843031375e-05,-0.00024985105033537014,-0.00014416007534778785,0.0001878691411892938,0.00024030143411895885,0.23999999999978172,17.0,455.0,-65.0,2.0,-0.00030971027075497794,0.00029379167461805934
2024-03-27 17:51:00+00:00,2024-03-27 17:55:00+00:00,long,520.16,520.2399,0.01536065825900046,1,1.4149558730115825,-0.0002465940517979437,-0.00018260276210713133,-0.0003171094988710932,0.00010500730315104296,0.000192248538911148,0.29999999999965893,17.0,501.0,-111.0,2.0,-0.0002498414393865634,0.00010929715298968961
2024-03-28 14:28:00+00:00,2024-03-28 14:32:00+00:00,short,523.2899,523.11,0.03437864938726776,1,0.540034387015853,0.00047778372591000817,0.0004037633342743874,9.536732665704761e-05,0.00012384007984500645,0.0002770930606535603,0.7579310344825266,14.0,298.0,92.0,3.0,0.0003164161486453434,-0.00028882872699776264
