entry_time,exit_time,direction,entry_price,exit_price,pnl_pct,bars_held
2024-03-27 13:54:00+00:00,2024-03-27 14:15:00+00:00,long,521.03,520.345,-0.1314703567932618,21
2024-03-27 17:00:00+00:00,2024-03-27 17:03:00+00:00,long,520.17,520.34,0.03268162331546698,3
2024-03-27 17:05:00+00:00,2024-03-27 17:16:00+00:00,long,520.18,520.105,-0.014418086047129908,11
2024-03-27 17:51:00+00:00,2024-03-27 17:55:00+00:00,long,520.16,520.2399,0.01536065825900046,4
2024-03-28 14:28:00+00:00,2024-03-28 14:32:00+00:00,short,523.2899,523.11,0.03437864938726776,4
2024-03-28 14:35:00+00:00,2024-03-28 14:47:00+00:00,short,523.37,523.2719,0.018743909662388702,12
2024-03-28 15:07:00+00:00,2024-03-28 15:13:00+00:00,long,523.25,523.34,0.017200191113242447,6
2024-03-28 15:36:00+00:00,2024-03-28 15:48:00+00:00,long,523.415,523.5,0.01623950402644958,12
2024-03-28 16:29:00+00:00,2024-03-28 16:37:00+00:00,short,523.47,523.26,0.040116912143972616,8
2024-03-28 16:59:00+00:00,2024-03-28 17:02:00+00:00,short,523.35,523.22,0.024839973249257685,3
2024-03-28 17:05:00+00:00,2024-03-28 17:26:00+00:00,short,523.44,523.16,0.05349228182792709,21
2024-03-28 17:30:00+00:00,2024-03-28 17:33:00+00:00,long,523.005,523.1099,0.020057169625542492,3
2024-03-28 17:38:00+00:00,2024-03-28 17:53:00+00:00,short,523.26,523.31,-0.009555479111722498,15
2024-03-28 18:01:00+00:00,2024-03-28 18:05:00+00:00,long,523.165,523.355,0.03631741420011547,4
2024-03-28 18:40:00+00:00,2024-03-28 18:47:00+00:00,long,523.35,523.32,-0.005732301519056904,7
2024-03-28 19:38:00+00:00,2024-03-28 19:51:00+00:00,long,523.935,523.99,0.010497485375116078,13
2024-04-01 16:55:00+00:00,2024-04-01 17:27:00+00:00,long,521.9901,521.52,-0.0900591792832861,32
2024-04-01 18:56:00+00:00,2024-04-01 19:11:00+00:00,long,521.92,521.99,0.013412017167402368,15
2024-04-01 19:23:00+00:00,2024-04-01 19:46:00+00:00,long,521.86,521.975,0.02203656152990341,23
2024-04-02 15:39:00+00:00,2024-04-02 15:43:00+00:00,long,517.425,517.5799,0.02993670580277996,4
2024-04-02 18:36:00+00:00,2024-04-02 18:40:00+00:00,long,517.8,517.96,0.03089996137506379,4
2024-04-03 13:58:00+00:00,2024-04-03 14:34:00+00:00,long,518.275,520.46,0.42159085427622145,36
2024-04-03 15:45:00+00:00,2024-04-03 16:09:00+00:00,long,520.66,520.08,-0.11139707294586243,24
2024-04-03 17:39:00+00:00,2024-04-03 17:42:00+00:00,long,520.41,520.595,0.035548894141168574,3
2024-04-04 13:51:00+00:00,2024-04-04 14:00:00+00:00,long,522.8,522.9412,0.027008416220364317,9
2024-04-04 14:19:00+00:00,2024-04-04 14:27:00+00:00,long,522.8,522.805,0.0009563886763652718,8
2024-04-04 15:08:00+00:00,2024-04-04 15:23:00+00:00,long,522.6216,522.55,-0.01370016088121373,15
2024-04-04 16:33:00+00:00,2024-04-04 16:36:00+00:00,long,523.41,523.49,0.015284385090086339,3
2024-04-04 16:40:00+00:00,2024-04-04 16:41:00+00:00,short,523.57,523.495,0.014324732127513062,1
2024-04-05 14:07:00+00:00,2024-04-05 14:17:00+00:00,long,515.16,515.9,0.14364469291094917,10
2024-04-05 15:15:00+00:00,2024-04-05 15:20:00+00:00,long,516.84,517.1412,0.05827722312514716,5
2024-04-05 16:31:00+00:00,2024-04-05 16:38:00+00:00,long,519.27,519.54,0.05199607140793372,7
2024-04-05 18:28:00+00:00,2024-04-05 18:36:00+00:00,long,518.055,518.44,0.0743164335833324,8
2024-04-08 14:03:00+00:00,2024-04-08 14:09:00+00:00,long,518.37,518.635,0.051121785597163516,6
2024-04-08 18:24:00+00:00,2024-04-08 18:26:00+00:00,long,518.99,519.32,0.06358504017418554,2
