timestamp,open,high,low,close,volume
2024-01-01 09:30:00,100.0,101.14,100.95,101.09,1060172
2024-01-01 09:31:00,101.09,100.87,100.42,100.7,1041195
2024-01-01 09:32:00,100.7,100.95,99.91,100.69,666877
2024-01-01 09:33:00,100.69,102.74,102.54,102.74,877601
2024-01-01 09:34:00,102.74,103.07,102.74,102.74,900642
2024-01-01 09:35:00,102.74,102.47,101.57,102.35,1107353
2024-01-01 09:36:00,102.35,103.48,102.22,103.11,1121552
2024-01-01 09:37:00,103.11,105.19,103.82,104.92,1042881
2024-01-01 09:38:00,104.92,103.5,102.2,103.29,494057
2024-01-01 09:39:00,103.29,104.63,104.23,104.29,1484921
2024-01-01 09:40:00,104.29,105.54,104.41,104.62,944711
2024-01-01 09:41:00,104.62,103.88,103.07,103.82,996885
2024-01-01 09:42:00,103.82,101.12,100.56,100.88,1109056
2024-01-01 09:43:00,100.88,102.49,101.65,102.38,1228797
2024-01-01 09:44:00,102.38,101.86,100.65,101.73,1007293
2024-01-01 09:45:00,101.73,99.72,98.51,99.15,1085048
2024-01-01 09:46:00,99.15,101.61,100.43,101.12,1139926
2024-01-01 09:47:00,101.12,105.43,104.78,104.83,944866
2024-01-01 09:48:00,104.83,108.9,108.17,108.72,1334372
2024-01-01 09:49:00,108.72,105.33,105.21,105.31,1556415
2024-01-01 09:50:00,105.31,104.75,103.94,104.71,989191
2024-01-01 09:51:00,104.71,104.92,103.86,104.47,1072430
2024-01-01 09:52:00,104.47,105.87,105.55,105.84,664470
2024-01-01 09:53:00,105.84,105.95,104.79,105.2,940384
2024-01-01 09:54:00,105.2,107.4,107.02,107.3,929044
2024-01-01 09:55:00,107.3,106.89,106.34,106.63,1146598
2024-01-01 09:56:00,106.63,104.95,104.17,104.33,982802
2024-01-01 09:57:00,104.33,103.01,101.94,102.45,1047431
2024-01-01 09:58:00,102.45,104.0,103.17,103.4,1145219
2024-01-01 09:59:00,103.4,98.44,98.01,98.24,792589
2024-01-01 10:00:00,98.24,100.25,99.29,99.52,779737
2024-01-01 10:01:00,99.52,99.48,98.86,99.0,935590
2024-01-01 10:02:00,99.0,99.73,99.16,99.37,833071
2024-01-01 10:03:00,99.37,101.92,100.7,101.72,1076711
2024-01-01 10:04:00,101.72,102.97,102.1,102.2,933132
2024-01-01 10:05:00,102.2,103.21,102.49,102.86,806901
2024-01-01 10:06:00,102.86,105.28,104.26,104.8,1014899
2024-01-01 10:07:00,104.8,101.81,100.84,101.1,581240
2024-01-01 10:08:00,101.1,102.25,101.74,101.94,962859
2024-01-01 10:09:00,101.94,105.02,104.23,104.7,1157256
2024-01-01 10:10:00,104.7,102.5,101.24,102.35,903393
2024-01-01 10:11:00,102.35,101.74,101.17,101.7,967096
2024-01-01 10:12:00,101.7,105.3,103.99,104.83,1188391
