timestamp,open,high,low,close,volume
2023-01-01 09:30:00,90.09,90.18,89.74,90.0,24249
2023-01-01 09:31:00,89.82,90.08,89.73,89.97,21248
2023-01-01 09:32:00,88.53,88.68,88.41,88.63,23411
2023-01-01 09:33:00,86.94,87.02,86.58,86.79,24779
2023-01-01 09:34:00,85.54,85.77,85.45,85.69,17568
2023-01-01 09:35:00,88.52,88.9,88.43,88.66,23887
2023-01-01 09:36:00,87.0,87.09,86.6,86.85,20907
2023-01-01 09:37:00,88.21,88.61,88.13,88.39,20984
2023-01-01 09:38:00,90.67,90.84,90.44,90.7,24233
2023-01-01 09:39:00,89.29,89.47,89.05,89.28,20832
2023-01-01 09:40:00,88.69,88.92,88.45,88.7,22014
2023-01-01 09:41:00,85.0,85.25,84.79,85.0,19243
2023-01-01 09:42:00,84.88,85.0,84.79,85.0,21861
2023-01-01 09:43:00,85.15,85.24,84.87,85.0,19145
2023-01-01 09:44:00,86.39,86.72,86.23,86.48,16343
2023-01-01 09:45:00,87.03,87.12,86.76,86.87,17116
2023-01-01 09:46:00,85.24,85.46,85.16,85.24,19036
2023-01-01 09:47:00,85.37,85.65,85.19,85.44,21078
2023-01-01 09:48:00,89.36,89.45,89.07,89.28,18110
2023-01-01 09:49:00,89.6,89.83,89.44,89.6,20024
2023-01-01 09:50:00,90.08,90.38,89.97,90.24,18896
2023-01-01 09:51:00,87.78,88.01,87.59,87.75,24832
2023-01-01 09:52:00,87.01,87.17,86.76,87.0,15582
2023-01-01 09:53:00,90.2,90.48,90.06,90.31,15533
2023-01-01 09:54:00,93.18,93.28,92.94,93.01,8537
2023-01-01 09:55:00,90.05,90.42,89.96,90.17,22332
2023-01-01 09:56:00,90.8,90.9,90.57,90.71,22339
2023-01-01 09:57:00,91.72,91.81,91.51,91.61,21201
2023-01-01 09:58:00,88.5,88.59,88.19,88.46,15500
2023-01-01 09:59:00,89.14,89.39,89.01,89.24,15355
2023-01-01 10:00:00,89.61,89.86,89.52,89.71,20475
2023-01-01 10:01:00,89.47,89.75,89.38,89.5,20250
2023-01-01 10:02:00,93.18,93.28,92.77,93.04,8295
2023-01-01 10:03:00,96.06,96.25,95.86,96.01,9191
2023-01-01 10:04:00,94.4,94.5,94.16,94.31,11906
2023-01-01 10:05:00,94.46,94.75,94.25,94.47,8031
2023-01-01 10:06:00,98.22,98.45,98.13,98.19,8684
